18	1	30	228	13	230	15	-1	1	//Gorgon
18	1	30	159	42	161	44	-1	1	//Gorgon
18	1	30	39	19	41	21	-1	1	//Gorgon
785	1	30	9	56	40	118	-1	1	//Dark Iron Knight
656	1	30	15	82	38	110	-1	1	//Golden Hell Maine
657	1	30	15	82	38	110	-1	1	//Golden Kundun

//ANIMAIS em Lorencia, Devias e Noria
//#	Map	Dis	X1	Y1	X2	Y2	Dir	Qnt
691	0	100	1	1	254	254	-1	1
692	0	100	1	1	254	254	-1	1
693	0	100	1	1	254	254	-1	1
694	0	100	1	1	254	254	-1	1
726	0	100	1	1	254	254	-1	1
727	0	100	1	1	254	254	-1	1
728	0	100	1	1	254	254	-1	1
729	0	100	1	1	254	254	-1	1
795	0	100	1	1	254	254	-1	1
796	0	100	1	1	254	254	-1	1
797	0	100	1	1	254	254	-1	1
798	0	100	1	1	254	254	-1	1
739	0	100	1	1	254	254	-1	1
740	0	100	1	1	254	254	-1	1
741	0	100	1	1	254	254	-1	1
742	0	100	1	1	254	254	-1	1
759	0	100	1	1	254	254	-1	1
760	0	100	1	1	254	254	-1	1
761	0	100	1	1	254	254	-1	1
762	0	100	1	1	254	254	-1	1
691	1	100	1	1	254	254	-1	1
692	1	100	1	1	254	254	-1	1
693	1	100	1	1	254	254	-1	1
694	1	100	1	1	254	254	-1	1
726	1	100	1	1	254	254	-1	1
727	1	100	1	1	254	254	-1	1
728	1	100	1	1	254	254	-1	1
729	1	100	1	1	254	254	-1	1
795	1	100	1	1	254	254	-1	1
796	1	100	1	1	254	254	-1	1
797	1	100	1	1	254	254	-1	1
798	1	100	1	1	254	254	-1	1
739	1	100	1	1	254	254	-1	1
740	1	100	1	1	254	254	-1	1
741	1	100	1	1	254	254	-1	1
742	1	100	1	1	254	254	-1	1
759	1	100	1	1	254	254	-1	1
760	1	100	1	1	254	254	-1	1
761	1	100	1	1	254	254	-1	1
762	1	100	1	1	254	254	-1	1
691	2	100	1	1	254	254	-1	1
692	2	100	1	1	254	254	-1	1
693	2	100	1	1	254	254	-1	1
694	2	100	1	1	254	254	-1	1
726	2	100	1	1	254	254	-1	1
727	2	100	1	1	254	254	-1	1
728	2	100	1	1	254	254	-1	1
729	2	100	1	1	254	254	-1	1
795	2	100	1	1	254	254	-1	1
796	2	100	1	1	254	254	-1	1
797	2	100	1	1	254	254	-1	1
798	2	100	1	1	254	254	-1	1
739	2	100	1	1	254	254	-1	1
740	2	100	1	1	254	254	-1	1
741	2	100	1	1	254	254	-1	1
742	2	100	1	1	254	254	-1	1
759	2	100	1	1	254	254	-1	1
760	2	100	1	1	254	254	-1	1
761	2	100	1	1	254	254	-1	1
762	2	100	1	1	254	254	-1	1
691	3	100	1	1	254	254	-1	1
692	3	100	1	1	254	254	-1	1
693	3	100	1	1	254	254	-1	1
694	3	100	1	1	254	254	-1	1
726	3	100	1	1	254	254	-1	1
727	3	100	1	1	254	254	-1	1
728	3	100	1	1	254	254	-1	1
729	3	100	1	1	254	254	-1	1
795	3	100	1	1	254	254	-1	1
796	3	100	1	1	254	254	-1	1
797	3	100	1	1	254	254	-1	1
798	3	100	1	1	254	254	-1	1
739	3	100	1	1	254	254	-1	1
740	3	100	1	1	254	254	-1	1
741	3	100	1	1	254	254	-1	1
742	3	100	1	1	254	254	-1	1
759	3	100	1	1	254	254	-1	1
760	3	100	1	1	254	254	-1	1
761	3	100	1	1	254	254	-1	1
762	3	100	1	1	254	254	-1	1

end

// EVENT SQUARE ===========================================================
0
//#	Map	Dis	X	Y	Dir
546	79	0	131	109	3	//Jeweler Raul
545	79	0	113	116	3	//Christine the Mercha
547	79	0	123	140	3	//Market Union Julia
643	79	0	85	136	2	//Mait
651	79	0	108	134	3	//Private Store Board
651	79	0	138	143	1	//Private Store Board
255	79	0	208	62	2	//Lumen the Barmaid
724	79	0	217	62	0	//Chaos Goblin
725	79	0	215	56	3	//Priest James
547	79	0	198	49	3	//Market Union Julia
255	79	0	194	13	4	//Lumen the Barmaid
724	79	0	230	31	1	//Maycolin
721	79	0	234	30	1	//Assistant Officer Jint
255	79	0	230	23	5	//The boss, Lia
720	79	0	222	94	1	//Charon
255	79	0	226	94	3	//The boss, Lia
724	79	0	226	96	3	//Maycolin
719	79	0	187	93	2	//The angel of the archangel
255	79	0	190	95	1	//The boss, Lia
724	79	0	193	96	1	//Maycolin
723	79	0	168	57	3	//Lu Jiade
255	79	0	169	53	3	//The boss, Lia
723	79	0	14	57	3	//Lu Jiade
643	79	0	15	66	2	//Matt
547	79	0	52	72	3	//Julia, Market Transporter
651	79	0	68	73	1	//Personal Store List
240	79	0	77	45	1	//Warehouse
546	79	0	60	36	3	//Gem Trader Roll
688	79	0	43	46	3	//grocer kristin
651	79	0	38	64	3	//Personal Store List
669	79	0	43	67	1	//Eileen
722	79	0	189	21	3	//Mirage IT
end


//BAÚS
0
//I	Map	Rg	X	Y	Dir
240	0	0	147	145	1	//Lorencia 1
240	0	0	146	110	3	//Lorencia 2
240	2	0	218	63	2	//Devias
240	3	0	172	96	3	//Noria
240	4	0	200	74	3	//LostTower
240	6	0	62	49	1	//Arena
240	7	0	13	15	3	//Atlans
240	8	0	196	57	2	//Tarkan
240	33	0	84	14	2	//Aida
240	37	0	26	219	2	//Kanturu
240	38	0	75	110	1	//Kantru Relics
240	51	0	50	229	1	//Elbeland
240	56	0	134	104	2	//Swamp Calmness
240	57	0	218	210	1	//Raklion
240	63	0	116	126	3	//Vulcanus
240	79	0	197	66	1	//EventSquare
240	80	0	123	132	2	//Karutan
240	91	0	50	184	3	//Acheron
240	112	0	231	161	3	//Ferea
240	113	0	24	123	2	//Nixies Lake
240	116	0	121	121	2	//DD1
240	117	0	124	132	2	//DD2
240	118	0	128	126	2	//DD3
240	119	0	126	123	2	//DD4
240	120	0	122	115	2	//DD5
240	122	0	124	122	2	//Swamp of Darkness
end


//[LORENCIA = 0] NPC
0
//#	Map	Dis	X	Y	Dir
226	0	0	122	110	3	//Trainer
230	0	0	62	13	3	//Ales
250	0	0	183	137	2	//Herod
253	0	0	127	86	2	//Girl Anna
251	0	0	116	141	3	//Blacksmith Hans
255	0	0	123	135	1	//The boss, Lia
254	0	0	118	113	3	//Magister Paxi
257	0	0	96	129	1	//Phantom Soldier
375	0	0	132	161	3	//Slayer
257	0	0	132	165	3	//Phantom Instructor
257	0	0	132	90	3	//Phantom Teacher
257	0	0	170	129	1	//Phantom Teacher
584	0	0	114	132	3	//Akaron Warden Lesner
543	0	0	139	147	1	//Gens Duprian
544	0	0	142	147	1	//Gens Vanert
764	0	0	131	147	3	//Cent(Town)
end

//DUNGEON 3
//Nº	Map		Rad		X	Y	X	Y	Dir		Quan	Comment
1
//785		1		10		1	50	46	128	-1		1
//647		1		100		1	50	46	128	-1		1
//648		1		100		1	50	46	128	-1		1
//649		1		100		1	50	46	128	-1		1
//650		1		100		1	50	46	128	-1		1
end

//LORENCIA COBRAS
1
//647	0	100	10	10	244	244	-1	3
//648	0	100	10	10	244	244	-1	3
//649	0	100	10	10	244	244	-1	3
//650	0	100	10	10	244	244	-1	3
end

//[LORENCIA = 0] Monster
1
//#	Map	Dis	X	Y	X2	Y2	Dir	Qnt
//Pascoa
//674	0	50	33	47	91	213	-1	1	// Moon Rabbit
//674	0	50	83	21	211	86	-1	1	// Moon Rabbit
//674	0	50	176	41	237	182	-1	1	// Moon Rabbit
//674	0	50	33	177	173	239	-1	1	// Moon Rabbit

//Animais
//#	Map	Dis	X1	Y1	X2	Y2	Dir	Qnt
//647	0	100	10	10	244	244	-1	1
//648	0	100	10	10	244	244	-1	1
//649	0	100	10	10	244	244	-1	1
//650	0	100	10	10	244	244	-1	1
//691	0	100	10	10	244	244	-1	1
//692	0	100	10	10	244	244	-1	1
//693	0	100	10	10	244	244	-1	1
//694	0	100	10	10	244	244	-1	1
//726	0	100	10	10	244	244	-1	1
//727	0	100	10	10	244	244	-1	1
//728	0	100	10	10	244	244	-1	1
//729	0	100	10	10	244	244	-1	1
//795	0	100	10	10	244	244	-1	1
//796	0	100	10	10	244	244	-1	1
//797	0	100	10	10	244	244	-1	1
//798	0	100	10	10	244	244	-1	1
//739	0	100	10	10	244	244	-1	1
//740	0	100	10	10	244	244	-1	1
//741	0	100	10	10	244	244	-1	1
//742	0	100	10	10	244	244	-1	1
//759	0	100	10	10	244	244	-1	1
//760	0	100	10	10	244	244	-1	1
//761	0	100	10	10	244	244	-1	1
//762	0	100	10	10	244	244	-1	1

//Bull Fighters
0   0   5   135 50  140 55  -1  3
0   0   5   140 50  145 55  -1  3
0   0   5   145 50  150 55  -1  3
0   0   5   155 50  160 55  -1  3
0   0   5   160 50  165 55  -1  3
0   0   5   165 50  170 55  -1  3
0   0   5   135 55  140 60  -1  3
0   0   5   140 55  145 60  -1  3
0   0   5   145 55  150 60  -1  3
0   0   5   155 55  160 60  -1  3
0   0   5   160 55  165 60  -1  3
0   0   5   165 55  170 60  -1  3
0   0   5   135 60  140 65  -1  3
0   0   5   140 60  145 65  -1  3
0   0   5   145 60  150 65  -1  3
0   0   5   155 60  160 65  -1  3
0   0   5   160 60  165 65  -1  3
0   0   5   165 60  170 65  -1  3
0   0   5   135 65  140 70  -1  3
0   0   5   140 65  145 70  -1  3
0   0   5   145 65  150 70  -1  3
0   0   5   155 65  160 70  -1  3
0   0   5   160 65  165 70  -1  3
0   0   5   165 65  170 70  -1  3
0   0   5   135 70  140 75  -1  3
0   0   5   140 70  145 75  -1  3
0   0   5   145 70  150 75  -1  3
0   0   5   155 70  160 75  -1  3
0   0   5   160 70  165 75  -1  3
0   0   5   165 70  170 75  -1  3
0   0   5   135 75  140 80  -1  3
0   0   5   140 75  145 80  -1  3
0   0   5   145 75  150 80  -1  3
0   0   5   155 75  160 80  -1  3
0   0   5   160 75  165 80  -1  3
0   0   5   165 75  170 80  -1  3
0   0   5   135 80  140 85  -1  3
0   0   5   140 80  145 85  -1  3
0   0   5   145 80  150 85  -1  3
0   0   5   155 80  160 85  -1  3
0   0   5   160 80  165 85  -1  3
0   0   5   165 80  170 85  -1  3
//Spiders
3   0   5   175 85  180 90  -1  3
3   0   5   180 85  185 90  -1  3
3   0   5   185 85  190 90  -1  3
3   0   5   190 85  195 90  -1  3
3   0   5   195 85  200 90  -1  3
3   0   5   175 90  180 95  -1  3
3   0   5   180 90  185 95  -1  3
3   0   5   185 90  190 95  -1  3
3   0   5   190 90  195 95  -1  3
3   0   5   195 90  200 95  -1  3
3   0   5   175 95  180 100 -1  3
3   0   5   180 95  185 100 -1  3
3   0   5   185 95  190 100 -1  3
3   0   5   190 95  195 100 -1  3
3   0   5   195 95  200 100 -1  3
3   0   5   175 100 180 105 -1  3
3   0   5   180 100 185 105 -1  3
3   0   5   185 100 190 105 -1  3
3   0   5   190 100 195 105 -1  3
3   0   5   195 100 200 105 -1  3
3   0   5   175 105 180 110 -1  3
3   0   5   180 105 185 110 -1  3
3   0   5   185 105 190 110 -1  3
3   0   5   190 105 195 110 -1  3
3   0   5   195 105 200 110 -1  3
3   0   5   175 110 180 115 -1  3
3   0   5   180 110 185 115 -1  3
3   0   5   185 110 190 115 -1  3
3   0   5   190 110 195 115 -1  3
3   0   5   195 110 200 115 -1  3
3   0   5   175 115 180 120 -1  3
3   0   5   180 115 185 120 -1  3
3   0   5   185 115 190 120 -1  3
3   0   5   190 115 195 120 -1  3
3   0   5   195 115 200 120 -1  3
3   0   5   175 120 180 125 -1  3
3   0   5   180 120 185 125 -1  3
3   0   5   185 120 190 125 -1  3
3   0   5   190 120 195 125 -1  3
3   0   5   195 120 200 125 -1  3
3   0   5   175 125 180 130 -1  3
3   0   5   180 125 185 130 -1  3
3   0   5   185 125 190 130 -1  3
3   0   5   190 125 195 130 -1  3
3   0   5   195 125 200 130 -1  3
//Budge Dragon
2   0   5   180 130 185 135 -1  2
2   0   5   185 130 190 135 -1  2
2   0   5   190 130 195 135 -1  2
2   0   5   195 130 200 135 -1  2
2   0   5   180 135 185 140 -1  2
2   0   5   185 135 190 140 -1  2
2   0   5   190 135 195 140 -1  2
2   0   5   195 135 200 140 -1  2
2   0   5   180 140 185 145 -1  2
2   0   5   185 140 190 145 -1  2
2   0   5   190 140 195 145 -1  2
2   0   5   195 140 200 145 -1  2
2   0   5   180 145 185 150 -1  2
2   0   5   185 145 190 150 -1  2
2   0   5   190 145 195 150 -1  2
2   0   5   195 145 200 150 -1  2
2   0   5   180 150 185 155 -1  2
2   0   5   185 150 190 155 -1  2
2   0   5   190 150 195 155 -1  2
2   0   5   195 150 200 155 -1  2
2   0   5   180 155 185 160 -1  2
2   0   5   185 155 190 160 -1  2
2   0   5   190 155 195 160 -1  2
2   0   5   195 155 200 160 -1  2
//Lich
6   0   5   140 170 145 175 -1  2
6   0   5   145 170 150 175 -1  2
6   0   5   150 170 155 175 -1  2
6   0   5   155 170 160 175 -1  2
6   0   5   140 175 145 180 -1  3
6   0   5   145 175 150 180 -1  2
6   0   5   150 175 155 180 -1  3
6   0   5   155 175 160 180 -1  2
6   0   5   140 180 145 185 -1  3
6   0   5   145 180 150 185 -1  2
6   0   5   150 180 155 185 -1  3
6   0   5   155 180 160 185 -1  2
6   0   5   140 185 145 190 -1  3
6   0   5   145 185 150 190 -1  2
6   0   5   150 185 155 190 -1  2
6   0   5   155 185 160 190 -1  2
6   0   5   140 190 145 195 -1  2
6   0   5   145 190 150 195 -1  2
6   0   5   150 190 155 195 -1  2
6   0   5   155 190 160 195 -1  2
//Skeleton
14  0   5   115 165 120 170 -1  2
14  0   5   120 165 125 170 -1  2
14  0   5   125 165 130 170 -1  2
14  0   5   130 165 135 170 -1  2
14  0   5   115 170 120 175 -1  2
14  0   5   120 170 125 175 -1  2
14  0   5   125 170 130 175 -1  2
14  0   5   130 170 135 175 -1  2
14  0   5   115 175 120 180 -1  2
14  0   5   120 175 125 180 -1  2
14  0   5   125 175 130 180 -1  2
14  0   5   130 175 135 180 -1  2
14  0   5   115 180 120 185 -1  2
14  0   5   120 180 125 185 -1  2
14  0   5   125 180 130 185 -1  2
14  0   5   130 180 135 185 -1  2
14  0   5   115 185 120 190 -1  2
14  0   5   120 185 125 190 -1  2
14  0   5   125 185 130 190 -1  2
14  0   5   130 185 135 190 -1  2
14  0   5   115 190 120 195 -1  2
14  0   5   120 190 125 195 -1  2
14  0   5   125 190 130 195 -1  2
14  0   5   130 190 135 195 -1  2
14  0   5   115 195 120 200 -1  2
14  0   5   120 195 125 200 -1  2
14  0   5   125 195 130 200 -1  2
14  0   5   130 195 135 200 -1  2
//Hound
1   0   5   70  130 75  135 -1  2
1   0   5   75  130 80  135 -1  2
1   0   5   80  130 85  135 -1  2
1   0   5   85  130 90  135 -1  2
1   0   5   90  130 95  135 -1  2
1   0   5   70  135 75  140 -1  2
1   0   5   75  135 80  140 -1  2
1   0   5   80  135 85  140 -1  2
1   0   5   85  135 90  140 -1  2
1   0   5   90  135 95  140 -1  2
1   0   5   70  140 75  145 -1  2
1   0   5   75  140 80  145 -1  2
1   0   5   80  140 85  145 -1  2
1   0   5   85  140 90  145 -1  2
1   0   5   90  140 95  145 -1  2
//Elite Bull Fighter
4   0   5   75  90  80  95  -1  2
4   0   5   80  90  85  95  -1  2
4   0   5   85  90  90  95  -1  2
4   0   5   90  90  95  95  -1  2
4   0   5   75  95  80  100 -1  2
4   0   5   80  95  85  100 -1  2
4   0   5   85  95  90  100 -1  2
4   0   5   90  95  95  100 -1  2
4   0   5   75  100 80  105 -1  2
4   0   5   80  100 85  105 -1  2
4   0   5   85  100 90  105 -1  2
4   0   5   90  100 95  105 -1  2
4   0   5   75  105 80  110 -1  2
4   0   5   80  105 85  110 -1  2
4   0   5   85  105 90  110 -1  2
4   0   5   90  105 95  110 -1  2
4   0   5   75  110 80  115 -1  2
4   0   5   80  110 85  115 -1  2
4   0   5   85  110 90  115 -1  2
4   0   5   90  110 95  115 -1  2
4   0   5   75  115 80  120 -1  2
4   0   5   80  115 85  120 -1  2
4   0   5   85  115 90  120 -1  2
4   0   5   90  115 95  120 -1  2
4   0   5   75  120 80  125 -1  2
4   0   5   80  120 85  125 -1  2
4   0   5   85  120 90  125 -1  2
4   0   5   90  120 95  125 -1  2
//Giant
7   0   5   10  20  15  25  -1  2
7   0   5   15  20  20  25  -1  2
7   0   5   20  20  25  25  -1  2
7   0   5   25  20  30  25  -1  2
7   0   5   30  20  35  25  -1  2
7   0   5   35  20  40  25  -1  2
7   0   5   40  20  45  25  -1  2
7   0   5   10  25  15  30  -1  2
7   0   5   15  25  20  30  -1  2
7   0   5   20  25  25  30  -1  2
7   0   5   25  25  30  30  -1  2
7   0   5   30  25  35  30  -1  2
7   0   5   35  25  40  30  -1  2
7   0   5   40  25  45  30  -1  2
7   0   5   10  30  15  35  -1  2
7   0   5   15  30  20  35  -1  2
7   0   5   20  30  25  35  -1  2
7   0   5   25  30  30  35  -1  2
7   0   5   30  30  35  35  -1  2
7   0   5   35  30  40  35  -1  2
7   0   5   40  30  45  35  -1  2
7   0   5   10  35  15  40  -1  2
7   0   5   15  35  20  40  -1  2
7   0   5   20  35  25  40  -1  2
7   0   5   25  35  30  40  -1  2
7   0   5   30  35  35  40  -1  2
7   0   5   35  35  40  40  -1  2
7   0   5   40  35  45  40  -1  2
7   0   5   10  40  15  45  -1  2
7   0   5   15  40  20  45  -1  2
7   0   5   20  40  25  45  -1  2
7   0   5   25  40  30  45  -1  2
7   0   5   30  40  35  45  -1  2
7   0   5   35  40  40  45  -1  2
7   0   5   40  40  45  45  -1  2
end

0
//=========================================================================================
//================================= [DEVIAS = 2] NPC ======================================
//=========================================================================================
//Nº Map Rad X	Y Pos  Comment
//229  02  00 183 030 03 // Guard Captain Moren
236  02  00 226 066 01 // Archer Los
233  02  00 209 030 01 // The angel of the archangel
233  02  00 219 009 03 // The angel of the archangel
//235  02  00 183 032 03 // Savior Saviana
//406  02  00 183 028 03 //Apostle Devin
244  02  00 226 025 03 // Lina the boss
245  02  00 225 041 03 // Magic Lucy
246  02  00 186 047 03 // Weapon merchant Sophie
247  02  20 224 079 05 // Guard
247  02  20 219 079 05 // Guard
247  02  20 169 045 07 // Guard
247  02  20 169 039 07 // Guard
241  02  00 215 045 01 // Battle Alliance Messenger
257  02  00 219 073 03 // Phantom Teacher
257  02  00 172 044 01 // Phantom Teacher
478  02  00 191 017 03 // Delgado Lucky Gold Draw
379  02  00 032 031 03 // Firecracker businessman Rotha
522  02  00 229 221 01 // Assistant Officer Jint
584  02  00 240 053 07 // Akaron Warden Lesner
//566 02 00 204 061 01 // Theresia
end

1
//=========================================================================================
//================================= [DEVIAS = 2] Monster ==================================
//=========================================================================================
//Nº	Map		Rad		X	Y	X	Y	Dir		Quan	Comment
19 2 1 224 229	0 0 -1	15
19 2 1 212 213	0 0 -1	15
19 2 1 239 213	0 0 -1	15
19 2 1 25 11	0 0 -1	15
19 2 1 23 40	0 0 -1	15
19 2 1 55 12	0 0 -1	15
20 2 1 56 43	0 0 -1	15
20 2 1 21 62	0 0 -1	15
20 2 1 20 90	0 0 -1	15
20 2 1 16 122	0 0 -1	15
20 2 1 31 152	0 0 -1	15
20 2 1 62 111	0 0 -1	15
21 2 1 74 143	0 0 -1	15
21 2 1 92 108	0 0 -1	15
21 2 1 114 145	0 0 -1	15
21 2 1 90 171	0 0 -1	15
21 2 1 121 201	0 0 -1	15
21 2 1 116 232	0 0 -1	15
22 2 1 160 200	0 0 -1	15
22 2 1 159 132	0 0 -1	15
22 2 1 147 99	0 0 -1	15
22 2 1 126 67	0 0 -1	15
22 2 1 118 27	0 0 -1	15
22 2 1 107 7	0 0 -1	15
23 2 1 101 51	0 0 -1	15
23 2 1 170 9	0 0 -1	15
23 2 1 162 40	0 0 -1	15
23 2 1 174 69	0 0 -1	15
23 2 1 241 84	0 0 -1	15
23 2 1 212 82	0 0 -1	15
24 2 1 240 131	0 0 -1	15
24 2 1 206 117	0 0 -1	15
24 2 1 180 112	0 0 -1	15
24 2 1 207 158	0 0 -1	15
24 2 1 225 179	0 0 -1	15
24 2 1 199 242	0 0 -1	15
25 2 1 202 186	0 0 -1	15
25 2 1 16 194	0 0 -1	15
25 2 1 29 226	0 0 -1	15
25 2 1 68 235	0 0 -1	15
25 2 1 71 70	0 0 -1	15

476	2	50	10	10	250	250	-1	2	//Noel do Mal
466	2	50	10	10	250	250	-1	10	//Goblins do Mal
end

0
//=========================================================================================
//================================= [NORIA = 3] NPC =======================================
//=========================================================================================
//Nº Map Rad X	Y Pos  Comment
237  03  00 171 105 03 // Karon
242  03  00 173 125 01 // Elven Angel
243  03  00 195 124 02 // Artisan Yoda

238  03  00 180 103 01 // Maya Goblin
257  03  00 167 118 01 // Phantom Teacher
450  03  00 179 126 01 // Sakura Elf
451  03  00 179 129 03 // Sakura tree
257  03  00 166 085 02 // Phantom Teacher
257  03  00 201 129 02 // Phantom Teacher
544  03  00 167 100 02 // Barnart family butler
580  03  00 196 113 02 // Captain Slop
584  03  00 183 126 02 // Akaron Warden Lesner
//255  03  00 177 103 01 
//231  03  00 177 101 01
//242  03  00 177 105 01
end

1
//=========================================================================================
//================================= [NORIA = 3] Monster ===================================
//=========================================================================================
//Nº	Map		Rad		X	Y	X	Y	Dir		Quan	Comment
3 3 7 153 132 168 151 -1 4
3 3 7 158 166 169 180 -1 4
3 3 7 160 192 176 216 -1 4
3 3 7 152 223 170 245 -1 4
3 3 7 123 80 144 99 -1 4
3 3 7 91 74 116 96 -1 4
3 3 7 53 62 83 88 -1 4
3 3 7 23 55 49 84 -1 4
3 3 7 2 50 17 82 -1 4
3 3 7 144 102 151 108 -1 4
3 3 7 149 114 155 121 -1 4
3 3 7 154 123 162 129 -1 4
3 3 7 134 126 144 136 -1 4
3 3 7 137 139 147 150 -1 4
3 3 7 144 156 152 164 -1 4
3 3 7 135 173 153 192 -1 4
3 3 7 128 197 140 211 -1 4
3 3 7 125 226 144 240 -1 4
3 3 7 92 209 114 235 -1 4
