//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name	2Hand	Level	DmgMin	DmgMax	AtkSpd	Durab	MagDur	MagPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	SetA	SM	BK	Elf	MG	DL	Sum	RF	GL
0																															
33	0	261	1	2	1	1	1	"Holy Storm Claws"	0	147	122	135	30	168	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
34	0	261	1	2	1	1	1	"Piercing Blade Glove"	0	147	122	135	35	168	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
35	0	270	1	2	1	1	1	"Phoenix Soul Star"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
36	0	22	1	4	1	1	1	"Cyclone Sword"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0
37	0	23	2	4	1	1	0	"Blast Break"	0	147	122	135	30	168	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0
41	0	0	2	2	1	1	0	"Pica-reta de Ordnael"	1	0	0	0	0	255	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
42	0	22	1	4	1	1	0	"Bloodangel Sword"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
44	0	56	1	4	1	1	0	"Bloodangel Magic Sword"	0	147	122	135	45	168	0	125	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
46	0	270	1	2	1	1	0	"Bloodangel Claws"	0	147	122	135	35	168	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
48	0	22	1	4	1	1	0	"Sword of Destruction (Bound)"	0	147	122	135	35	168	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
49	0	23	2	3	1	1	0	"Thunder Blade (Bound)"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
50	0	261	1	2	1	1	0	"Holy Storm Claws (Bound)"	0	147	122	135	30	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
51	0	22	1	4	1	1	0	"Blessed Divine Arch Sword"	0	147	122	135	45	168	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
52	0	270	1	2	1	1	0	"Pantera Claws"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
53	0	270	1	2	1	1	0	"Devast Claws"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
54	0	22	1	4	1	1	0	"Darkangel Sword"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
55	0	56	1	4	1	1	0	"Darkangel Magic Sword"	0	147	122	135	45	168	0	125	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
56	0	270	1	2	1	1	0	"Darkangel Claws"	0	147	122	135	35	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
57	0	22	1	4	1	1	0	"Holyangel Sword"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
58	0	56	1	4	1	1	0	"Holyangel Magic Sword"	0	147	122	135	45	168	0	125	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
59	0	270	1	2	1	1	0	"Holyangel Claws"	0	147	122	135	35	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
60	0	270	1	2	1	1	0	"Blessed Arch Claw"	0	147	122	135	35	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
//61	0	270	1	2	1	1	0	"Blessed Arch Claw"	0	147	122	135	35	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
62	0	22	1	4	1	1	0	"Soul Sword"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
63	0	22	1	4	1	1	0	"Soul Magic Sword"	0	147	122	135	45	168	0	125	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
64	0	270	1	2	1	1	0	"Soul Claw"	0	147	122	135	35	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
78	0	22	1	4	1	1	0	"Blue Eye Sword"	0	147	122	135	40	168	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
79	0	56	1	4	1	1	0	"Blue Eye Magic Sword"	0	147	122	135	45	168	0	125	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
80	0	270	1	2	1	1	0	"Blue Eye Claw"	0	147	122	135	35	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
end																															
//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name	2Hand	Level	DmgMin	DmgMax	ASpeed	Durab	MagDur	MagPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	SetA	SM	BK	Elf	MG	DL	Sum	RF	GL
1																															
0	0	0	1	3	1	1	1	"Small Axe"	0	54	69	89	20	65	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
1	0	0	1	3	1	1	1	"Hand Axe"	0	54	69	89	30	65	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
2	0	19	1	3	1	1	1	"Double Axe"	0	54	69	89	20	65	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
3	0	19	1	3	1	1	1	"Tomahawk"	0	54	69	89	30	65	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0
4	0	0	1	3	1	1	1	"Elven Axe"	0	54	69	89	40	65	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0
5	0	19	2	3	1	1	1	"Battle Axe"	0	54	69	89	20	65	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
6	0	19	2	3	1	1	1	"Nikea Axe"	0	54	69	89	30	65	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
7	0	19	2	3	1	1	1	"Larkan Axe"	0	54	69	89	25	65	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
8	0	19	2	3	1	1	1	"Crescent Axe"	0	54	69	89	30	65	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
end																															
//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name	2Hand	Level	DmgMin	DmgMax	ASpeed	Durab	MagDur	MagPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	SetA	SM	BK	Elf	MG	DL	Sum	RF	GL
2																															
0	0	0	1	3	1	1	1	"Mace"	0	75	102	130	15	170	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0
1	0	19	1	3	1	1	1	"Morning Star"	0	75	102	130	15	170	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0
2	0	0	1	3	1	1	1	"Flail"	0	75	102	130	15	170	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0
3	0	19	2	3	1	1	1	"Great Hammer"	1	75	102	130	15	170	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
4	0	19	2	3	1	1	1	"Crystal Morning Star"	1	75	102	130	30	170	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0
5	0	23	2	4	1	1	1	"Crystal Sword"	1	75	102	130	40	170	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0
6	0	23	2	4	1	1	0	"Chaos Dragon Axe"	1	75	102	130	35	170	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
7	0	0	1	3	1	1	1	"Elemental Mace"	0	75	102	130	50	170	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
8	0	66	1	3	1	1	1	"Battle Scepter"	0	180	318	330	45	170	0	134	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
9	0	66	1	3	1	1	1	"Master Scepter"	0	180	318	330	45	170	0	134	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
10	0	66	1	4	1	1	1	"Great Scepter"	0	180	318	330	45	170	0	134	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
11	0	66	1	4	1	1	1	"Lord Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
12	0	66	1	4	1	1	1	"Great Lord Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
13	0	66	1	4	1	1	0	"Divine Scepter of the Archangel"	0	180	318	330	45	170	0	134	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
14	0	66	1	4	1	1	1	"Soleil Sceptor"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15	0	66	1	4	1	1	1	"Shining Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16	0	0	1	3	1	1	1	"Frost Mace"	0	180	318	330	50	170	0	134	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
17	0	66	1	4	1	1	1	"Absolute Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
18	0	66	1	4	1	1	1	"Striker Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
19	0	66	1	4	1	1	0	"Thunderbolt"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
20	0	19	2	4	1	1	0	"Horn of Steal"	0	180	318	330	25	170	0	134	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
22	0	66	1	4	1	1	0	"Bloodangel Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
24	0	66	1	4	1	1	0	"Lord's Scepter (Bound)"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
25	0	66	1	4	1	1	0	"Blessed Divine Scepter Arch"	0	180	318	330	45	170	0	134	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
26	0	66	1	4	1	1	0	"Darkangel Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
27	0	66	1	4	1	1	0	"Holyangel Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
36	0	66	1	4	1	1	0	"Soul Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
40	0	66	1	4	1	1	0	"Blue Eye Scepter"	0	180	318	330	40	170	0	134	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
end																															
//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name	2Hand	level	DmgMin	DmgMax	ASpeed	Durab	MagDur	MagPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	SetA	SM	BK	Elf	MG	DL	Sum	RF	GL
3																															
0	0	22	2	4	1	1	1	"Light Spear"	1	149	135	236	25	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
1	0	0	2	4	1	1	1	"Spear"	1	149	135	236	30	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
2	0	0	2	4	1	1	1	"Dragon Lance"	1	149	135	236	30	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
3	0	0	2	4	1	1	1	"Giant Trident"	1	149	135	236	25	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
4	0	20	2	4	1	1	1	"Serpent Spear"	1	149	135	236	20	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
5	0	0	2	4	1	1	1	"Double Poleaxe"	1	149	135	236	30	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
6	0	0	2	4	1	1	1	"Halberd"	1	149	135	236	30	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
7	0	22	2	4	1	1	1	"Berdysh"	1	149	135	236	30	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
8	0	22	2	4	1	1	1	"Great Scythe"	1	149	135	236	25	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
9	0	22	2	4	1	1	1	"Bill of Balrog"	1	149	135	236	25	100	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
10	0	22	2	4	1	1	1	"Dragon Spear"	1	149	135	236	35	100	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
11	0	22	2	4	1	1	1	"Brova"	1	149	135	236	40	100	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0
12	0	20	2	4	1	1	1	"Magmus Peer"	0	149	135	236	35	100	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
13	0	20	1	4	1	1	1	"Lapid Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
14	0	20	1	4	1	1	1	"Conmocion Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
15	0	20	1	4	1	1	1	"Pluma Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
16	0	20	1	4	1	1	1	"Vis Lance"	0	180	202	212	35	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
17	0	20	1	4	1	1	1	"Prickle Lance"	0	180	202	212	35	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
18	0	20	1	4	1	1	1	"Alacran Lance"	0	180	202	212	35	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
19	0	20	1	4	1	1	0	"Bloodangel Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
21	0	20	1	4	1	1	0	"Pluma Lance (Bound)"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22	0	20	1	4	1	1	0	"Rectuus Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
23	0	20	1	4	1	1	0	"Russell Light Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
24	0	20	1	4	1	1	0	"Darkangel Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
25	0	20	1	4	1	1	0	"Holyangel Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
26	0	20	1	4	1	1	0	"Divine Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
28	0	20	1	4	1	1	0	"Soul Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
29	0	20	1	4	1	1	0	"Blue Eye Lance"	0	180	202	212	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
end																															
//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name	2Hand	Level	DmgMin	DmgMax	ASpeed	Dur	MagDur	MagPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	SetA	SM	BK	EL	MG	DL	SU	RF	GL
4																															
0	0	24	1	3	1	1	1	"Short Bow"	0	160	320	340	30	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
1	0	24	1	3	1	1	1	"Bow"	0	160	320	340	30	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
2	0	24	1	3	1	1	1	"Elven Bow"	0	160	320	340	30	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
3	0	24	1	3	1	1	1	"Battle Bow"	0	160	320	340	30	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
4	0	24	1	4	1	1	1	"Tiger Bow"	0	160	320	340	30	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
5	0	24	1	4	1	1	1	"Silver Bow"	0	160	320	340	40	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
6	0	24	1	4	1	1	0	"Chaos Nature Bow"	0	160	320	340	35	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7	1	0	1	1	1	1	0	"Bolt"	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
8	0	24	1	2	1	1	1	"Crossbow"	1	160	320	340	40	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
9	0	24	1	2	1	1	1	"Golden Crossbow"	1	160	320	340	40	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
10	0	24	1	2	1	1	1	"Arquebus"	1	160	320	340	40	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
11	0	24	1	3	1	1	1	"Light Crossbow"	1	160	320	340	40	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
12	0	24	1	3	1	1	1	"Serpent Crossbow"	1	160	320	340	40	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
13	0	24	1	3	1	1	1	"Bluewing Crossbow"	1	160	320	340	40	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
14	0	24	1	3	1	1	1	"Aquagold Crossbow"	1	160	320	340	30	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
15	1	0	1	1	1	1	0	"Arrow"	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
16	0	24	1	4	1	1	1	"Saint Crossbow"	1	160	320	340	35	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
17	0	24	1	4	1	1	1	"Celestial Bow"	0	160	320	340	35	200	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
18	0	24	1	3	1	1	0	"Divine Arch Crossbow"	1	160	320	340	45	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
19	0	24	1	3	1	1	1	"Great Reign Crossbow"	1	160	320	340	40	200	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
20	0	24	1	4	1	1	1	"Arrow Viper Bow"	0	160	320	340	45	200	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
21	0	24	1	4	1	1	1	"Sylph Wind Bow"	0	160	320	340	45	200	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
22	0	24	1	4	1	1	1	"Albatross Bow"	0	160	320	340	45	200	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
23	0	24	1	4	1	1	1	"Dark Stinger"	0	160	320	340	45	200	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
24	0	24	1	4	1	1	1	"Aileen Bowr"	0	160	320	340	45	200	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
25	0	24	1	4	1	1	0	"Angelic Bow"	0	160	320	340	45	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
26	0	24	1	3	1	1	0	"Devil Crossbow"	1	160	320	340	40	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
28	0	24	1	4	1	1	0	"Bloodangel Bow"	0	160	320	340	45	200	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0
29	0	24	1	4	1	1	0	"Celestial Bow (Bound)"	0	160	320	340	35	200	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
30	0	24	1	3	1	1	0	"Blessed Divine Arch Crossbow"	1	160	320	340	45	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
31	0	24	1	4	1	1	0	"Darkangel Bow"	0	160	320	340	45	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
32	1	0	1	3	1	1	1	"Combat Quiver"	0	52	111	137	50	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
33	1	0	1	3	1	1	1	"Devilwood Quiver"	0	149	181	207	55	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
34	1	0	1	3	1	1	0	"Bloodangel Quiver"	0	150	239	266	55	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
35	1	0	1	3	1	1	0	"Darkangel Quiver"	0	160	291	316	55	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
36	0	24	1	4	1	1	0	"Holyangel Bow"	0	180	375	392	45	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
37	1	0	1	3	1	1	0	"Holyangel Quiver"	0	180	345	369	55	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
38	0	24	1	4	1	1	0	"Soul Bow"	0	180	375	392	45	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
39	1	0	1	3	1	1	0	"Soul Quiver"	0	180	345	369	55	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
40	0	24	1	4	1	1	0	"Blue Eye Bow"	0	180	375	392	45	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
41	1	0	1	3	1	1	0	"Blue Eye Quiver"	0	180	345	369	55	200	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
end																															
//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name	2Hand	Level	DmgMin	DmgMax	ASpeed	Durab	MagDur	MagPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	SetA	SM	BK	EL	MG	DL	SU	RF	GL
5																															
0	0	0	1	3	1	1	1	"Skull Staff"	0	200	153	165	20	0	182	196	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0
1	0	0	2	3	1	1	1	"Angelic Staff"	1	200	153	165	25	0	182	196	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
2	0	0	2	3	1	1	1	"Serpent Staff"	1	200	153	165	25	0	182	196	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
3	0	0	2	4	1	1	1	"Thunder Staff"	1	200	153	165	25	0	182	196	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
4	0	0	2	4	1	1	1	"Gorgon Staff"	1	200	153	165	25	0	182	196	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
5	0	0	1	4	1	1	1	"Legendary Staff"	0	200	153	165	25	0	182	196	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
6	0	0	1	4	1	1	1	"Staff of Resurrection"	0	200	153	165	25	0	182	196	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
7	0	0	2	4	1	1	0	"Chaos Lighting Staff"	1	200	153	165	30	0	182	196	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
8	0	0	2	4	1	1	1	"Staff of Destruction"	1	200	153	165	30	0	182	196	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
9	0	0	1	4	1	1	1	"Dragon Soul Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
